Filename	Dimension1	Dimension2	Dimension3	Dimension4	Dimension5	Dimension6	Closest Text Type
DEM-KCF-027	30.65	1.55	-6.02	0.15	-1.14	-1.19	Informational interaction
DEM-KCF-028	43.4	-1.29	-4.71	1.4	0.26	2.96	Intimate interpersonal interaction
DEM-KCF-029	41.63	-1.64	-1.36	-4.72	-3.92	0.24	Intimate interpersonal interaction
DEM-KCF-030	-17.26	-7.38	-4.06	-1.61	-3.92	-3.5	Learned exposition
DEM-KCF-017	28.32	0.96	0.46	0.84	-0.56	-0.82	Informational interaction
DEM-KCU-002	24.38	0.57	-2.12	-0.64	-2.57	-1.02	Informational interaction
DEM-KCF-026	23.29	0.18	-6.79	-4.01	-3.92	-3.5	Informational interaction
DEM-KCU-001	34.53	-2.66	-1.42	-3.28	-2.33	-1.76	Informational interaction
DEM-KCU-003	26.59	-3.27	-2.81	-2.37	-2.43	-0.71	Informational interaction
DEM-KCU-004	26.87	-3.57	-3.15	-0.97	-3.17	-1.14	Informational interaction
DEM-KCU-005	24.74	-2.61	-2.6	-2.43	-3.22	-1.05	Informational interaction
DEM-KCU-006	23.68	-2.42	-1.85	0.33	-2.87	-0.01	Informational interaction
DEM-KCU-009	16.75	-5.9	2.84	-4.01	-3.92	-1.88	Involved persuasion
DEM-KCV-001	28.21	-5.07	0.44	-2.75	-2.79	-0.81	Informational interaction
DEM-KCV-002	18.01	-2.73	-1.13	1.7	-3.92	0.31	Informational interaction
DEM-KCV-003	24.59	-2.87	-1.97	7.96	-2.45	0.19	Informational interaction
DEM-KCV-004	51.11	-3.45	-5.93	-0.309999999999999	-3.92	3.86	Intimate interpersonal interaction
DEM-KCU-007	13.43	-0.0399999999999999	0.91	-2.93	-2.74	0.55	Involved persuasion
DEM-KCV-006	16.03	2.56	1.4	1.71	-2.37	-2.64	Involved persuasion
DEM-KCV-007	25.33	-2.03	2.44	-2.94	-1.08	-0.52	Informational interaction
DEM-KCV-008	24.62	-2.34	-6.03	2.76	-1.42	-0.71	Informational interaction
DEM-KCV-009	32.37	-1.46	-4.5	0.29	-2.45	-2.62	Informational interaction
DEM-KCV-010	37.26	-3.89	-8.02	1.6	-3.92	-3.5	Intimate interpersonal interaction
DEM-KCV-011	37.23	5.04	-2.27	3.41	1.99	-3.5	Informational interaction
DEM-KCV-012	45.52	-2.25	-2.13	-4.15	-0.69	-1.97	Intimate interpersonal interaction
DEM-KCV-013	45.19	-0.83	-4.92	-4.73	-3.92	-3.5	Intimate interpersonal interaction
DEM-KCU-008	14.52	0.17	-0.23	-2.94	-2.38	0.14	Involved persuasion
DEM-KCV-015	45.21	-3.02	-2.56	-0.69	-2.03	-1.35	Intimate interpersonal interaction
DEM-KCV-016	61.35	0.93	-2.2	2.76	-3.92	-1.91	Intimate interpersonal interaction
DEM-KCV-017	34.76	-2.27	-6.21	-1.59	-1.92	-2.43	Informational interaction
DEM-KCV-018	38.18	-2.47	-0.9	3.02	-3.92	-2.88	Intimate interpersonal interaction
DEM-KCV-019	31.95	-2.34	4.07	3.09	0.41	-3.5	Informational interaction
DEM-KCV-020	35.92	-1.79	-1.79	-2.68	-2.42	-2.62	Informational interaction
DEM-KCV-005	13.86	-0.9	3.28	-5.86	-2.08	-2.52	Involved persuasion
DEM-KCV-022	27.89	-1.45	-0.19	-8.13	3.82	-3.5	Informational interaction
DEM-KCV-023	48.6	-2.45	-4.1	-2.27	-3.08	-2.38	Intimate interpersonal interaction
DEM-KCV-024	31.16	-2.39	0.22	-0.97	-3.05	-3.5	Informational interaction
DEM-KCV-025	55.28	1.01	-0.85	-1.58	-3.38	-1.78	Intimate interpersonal interaction
DEM-KCV-026	46.04	-3.74	-5.27	-1.48	-1.57	-1.31	Intimate interpersonal interaction
DEM-KCV-027	50.54	-6.34	-3.12	0.28	-2.83	-0.11	Intimate interpersonal interaction
DEM-KCV-028	46.59	-1.9	-3.3	-1.78	-0.1	-0.77	Intimate interpersonal interaction
DEM-KCV-029	55.32	-2.09	-1.9	-6.34	-1.98	-1.31	Intimate interpersonal interaction
DEM-KCV-030	40.72	-3.38	-5.02	-2.34	0.96	-3.5	Intimate interpersonal interaction
DEM-KCV-031	39.75	-3.43	-9.95	0.41	-1.03	0.38	Intimate interpersonal interaction
DEM-KCV-014	37.72	-2.65	-2.48	-0.72	-1.51	-1.64	Informational interaction
DEM-KCV-033	39.3	0.42	0.31	7.42	-1.43	-1.14	Intimate interpersonal interaction
DEM-KCV-034	43.98	-3.78	-2.63	-4.01	-1.24	0.43	Intimate interpersonal interaction
DEM-KCV-035	39.59	-3.74	-2.87	-3.69	-2.76	2.86	Intimate interpersonal interaction
DEM-KCV-036	34.46	-4.02	-1.06	-5.17	-3.35	0.53	Informational interaction
DEM-KCV-037	37.46	-2.09	0.52	1.9	-0.0300000000000001	0.48	Informational interaction
DEM-KCV-021	41.55	-0.59	-2.85	0.22	-2.31	-1.48	Intimate interpersonal interaction
DEM-KCV-039	33	-4.61	0.0499999999999998	0.53	-0.53	3.86	Informational interaction
DEM-KCV-040	55.41	-4.06	-2.99	-0.640000000000001	-2.7	-3.5	Intimate interpersonal interaction
DEM-KCV-041	28.79	-1.06	5.4	-3.15	-3.92	1.76	Informational interaction
DEM-KCV-042	29.91	-3.49	-2.5	1.8	-3.06	-1.6	Informational interaction
DEM-KCV-032	41.01	2.52	-0.44	2.34	-1.6	-0.77	Intimate interpersonal interaction
DEM-KCV-044	32.97	-4.12	1	-9.27	-3.92	3.86	Informational interaction
DEM-KCV-045	32.84	-6.63	-0.47	-6.73	-3.92	1.54	Informational interaction
DEM-KCV-046	41.74	-2.3	-1.15	-0.78	0.43	-1.31	Intimate interpersonal interaction
DEM-KCV-047	32.04	-3.32	-3.32	-2.14	-1.76	-1.57	Informational interaction
DEM-KCV-038	36.42	1.17	-4.68	-1.21	-0.37	2.12	Informational interaction
DEM-KCV-049	48.69	2.55	-6.53	6.7	3.49	-3.5	Intimate interpersonal interaction
DEM-KCV-050	44.54	1.77	-3.5	-1.48	-3.53	-2.24	Intimate interpersonal interaction
DEM-KD0-001	24.07	-4.8	-4.14	0.76	-2.83	-0.19	Informational interaction
DEM-KD0-002	30.32	-3.18	-0.38	2.77	-3.67	-0.59	Informational interaction
DEM-KD0-003	24.04	1.6	-1.59	-0.25	-1.76	-0.53	Informational interaction
DEM-KD0-004	46.51	-3.37	-8.38	-1.51	0.83	-1.31	Intimate interpersonal interaction
DEM-KD0-005	26.46	-1.52	-2.33	-5.15	-2.76	2	Informational interaction
DEM-KCV-043	36.81	0.22	-2.78	-2.61	-2.77	0.33	Informational interaction
DEM-KD0-007	4.85	9.03	-2.38	-4.72	-1.79	3.22	Imaginative narrative
DEM-KD0-008	44.71	-4.19	-2.22	-1.86	0.62	-3.5	Intimate interpersonal interaction
DEM-KD0-009	5.48	-4.37	-4.91	0.27	-3.92	-3.5	Involved persuasion
DEM-KD0-010	28.51	-2.51	1.2	3.06	-3.35	-0.88	Informational interaction
DEM-KCV-048	41.1	-2.43	-1.8	-1.25	-2.47	-2.28	Intimate interpersonal interaction
DEM-KD0-012	-0.0100000000000016	-7.38	-4.87	-9.27	-3.92	-3.5	Situated reportage
DEM-KD0-013	31.89	-0.91	-0.600000000000001	0.52	-2.44	2.5	Informational interaction
DEM-KD0-014	32.67	-2.14	-3.05	-1.92	-3.44	-0.26	Informational interaction
DEM-KD0-015	24.83	-3.15	-1.85	-1.83	-2.45	2.95	Informational interaction
DEM-KD0-016	23.72	-2.27	-4.69	-0.0700000000000003	-2.88	2.31	Informational interaction
DEM-KD0-017	26.41	-0.73	-4.38	-0.23	-3.36	-0.88	Informational interaction
DEM-KD0-006	26.79	2.08	-2.48	3.19	-3.92	0.79	Informational interaction
DEM-KD0-019	6.16	-2.87	-0.49	-9.27	-3.92	-3.5	Involved persuasion
DEM-KD0-020	28.11	-1.51	-6.62	1.99	-3.18	0.62	Informational interaction
DEM-KD0-021	29.94	1.58	-0.67	3.06	-2.8	-0.74	Informational interaction
DEM-KD0-022	25.56	-3.29	-2.47	-6.26	-3.92	-0.59	Informational interaction
DEM-KD0-023	32.69	-1.92	-2.91	-3.73	-2.58	0.69	Informational interaction
DEM-KD0-024	38.56	-4.98	-3.32	-0.28	1.6	-0.0699999999999998	Intimate interpersonal interaction
DEM-KD0-011	35.77	-2.24	-9.48	-5.61	-3.92	3.86	Informational interaction
DEM-KD0-026	28.71	2.94	0.600000000000001	-4.2	-3.07	-1.29	Informational interaction
DEM-KD0-027	26.57	-0.15	-2.44	0.14	-3.2	0.03	Informational interaction
DEM-KD0-018	28.72	-4.63	-3.52	3.93	-2.01	1.38	Informational interaction
DEM-KD0-029	29.24	0.17	-0.00999999999999956	2.44	-1.33	1.43	Informational interaction
DEM-KD0-030	36.03	-3.49	-1.36	0.16	-2.13	-1.22	Informational interaction
DEM-KD0-025	22.32	2.08	4.05	-3.35	-3.26	0.69	Informational interaction
DEM-KD0-032	23.92	-2.31	-1.44	5.51	2.49	-2.24	Informational interaction
DEM-KD0-033	20.07	-0.62	-1.3	-2.53	-3.23	-0.72	Informational interaction
DEM-KD0-028	20.67	-1.08	-2.05	5.58	-1.3	-1.24	Informational interaction
DEM-KD0-031	27.15	-2.8	-0.68	1.32	-2.62	-0.88	Informational interaction
DEM-KD0-036	30.29	-2.5	-2.4	-1.84	-3.12	1.79	Informational interaction
DEM-KD0-034	19.68	-1.71	-2.59	0.34	-1.38	4.23	Informational interaction
DEM-KD0-038	24.87	-2.53	-4.31	-4.75	0.31	-1.42	Informational interaction
DEM-KD0-039	28.52	-0.799999999999999	-0.39	-2.27	-2.99	-0.85	Informational interaction
DEM-KD0-040	32.88	-1.29	-4.18	-7.46	-3.38	3.41	Informational interaction
DEM-KD0-041	23.69	-2.2	1.06	-1.45	-2.64	-0.85	Informational interaction
DEM-KD0-035	28.66	-0.37	-1.28	-2.16	-2.53	0.69	Informational interaction
DEM-KD0-037	29.76	-2.33	-2.67	0.62	-2.53	0.76	Informational interaction
DEM-KD0-042	23.81	0.58	-0.47	-1.33	-3.15	-1.52	Informational interaction
DEM-KD0-045	20.11	-1.27	-0.55	-0.0899999999999997	-2.23	1.03	Informational interaction
DEM-KD0-043	25.87	-2.43	-1.11	-1.85	-2.35	0.36	Informational interaction
DEM-KD0-047	37.34	2.03	-1.12	-2.28	-2.94	0.36	Informational interaction
DEM-KD0-044	26.32	-1.43	-1.24	-2.51	-2.51	-0.93	Informational interaction
DEM-KD0-049	38.15	-5.69	-1.76	-6.46	-2.14	2.1	Intimate interpersonal interaction
DEM-KD0-050	22.23	3.63	-3.78	-2.08	-2.41	-0.43	Informational interaction
DEM-KD0-051	30.6	9.62	1.62	-9.27	-2.52	-1.28	Informational interaction
DEM-KD0-052	23.21	-4.4	0.36	-0.67	-2.26	-2.19	Informational interaction
DEM-KD0-053	10	-1.66	-1.65	-7.74	1.46	-2.47	Involved persuasion
DEM-KD0-054	-3.51	-6.47	1.62	0.700000000000001	-3.92	-3.5	Involved persuasion
DEM-KD0-055	26.79	-1.61	-1.23	-2.4	0.15	-0.0399999999999998	Informational interaction
DEM-KD0-056	23.06	3.2	-2.26	3.73	-3.29	2.46	Informational interaction
DEM-KD0-057	42.41	-1.43	-1.66	-2.4	-1.02	-3.5	Intimate interpersonal interaction
DEM-KD0-058	36.67	-3.65	-2.21	1.44	-2.73	-1.62	Informational interaction
DEM-KD0-059	27.18	2.98	-2.24	2.33	-3.92	-3.5	Informational interaction
DEM-KD0-060	34.1	1.23	-5.95	-0.9	-3.92	-3.5	Informational interaction
DEM-KD0-061	26.89	-7.38	0.18	-9.27	-3.92	-3.5	Informational interaction
DEM-KD0-062	28.52	-3.45	0.890000000000001	-9.27	-3.92	0.92	Informational interaction
DEM-KD0-063	25.25	-3.29	-0.89	-3.07	-1.94	-1.4	Informational interaction
DEM-KD0-046	29.37	-1.86	-1.47	-0.94	-2.43	-1.6	Informational interaction
DEM-KD0-065	21.75	-3.95	-9.43	0.51	-1.17	-3.5	Informational interaction
DEM-KD0-066	4.92	-7.38	1.62	-9.27	-3.92	-3.5	Involved persuasion
DEM-KD0-067	-7.39	-4.6	1.62	-9.27	-3.92	1.46	General narrative exposition
DEM-KD0-068	48.54	-1.12	-0.7	3.12	-3.92	-1.57	Intimate interpersonal interaction
DEM-KD0-069	10.61	1.53	2.14	-1.01	-2.32	3.17	Involved persuasion
DEM-KD0-070	10.29	-1.99	-1.46	-2.94	0.17	-3.5	Involved persuasion
DEM-KD0-071	20.26	5.55	-3.67	-5.11	-3.92	-3.5	Informational interaction
DEM-KD0-072	18.51	-0.0499999999999999	0.4	-2.2	-2.89	1.9	Informational interaction
DEM-KD0-073	21.94	-0.54	1.94	2.74	-1.29	-1.57	Informational interaction
DEM-KD0-074	32.73	1.27	-0.75	1.53	-1.74	1.73	Informational interaction
DEM-KD0-075	23.17	-1.43	2.35	-4.17	-3.92	0.84	Informational interaction
DEM-KD0-076	19.59	-1.53	1.77	-0.0400000000000005	-3.92	2.07	Informational interaction
DEM-KD0-077	22.31	1.16	3.48	-2.91	-3.92	-1.6	Informational interaction
DEM-KD0-078	29.22	-4.49	3.69	7.54	-2.7	1.23	Informational interaction
DEM-KD0-079	44.94	8.85	-3.94	-1.61	-3.92	3.86	Intimate interpersonal interaction
DEM-KD0-080	14.23	-4.99	-4.83	1.08	0.32	3.86	Involved persuasion
DEM-KD0-081	26.28	9.79	-0.54	-1.83	-3.92	-1.69	Informational interaction
DEM-KD0-082	0.699999999999999	1.57	5.03	-6.9	-3.92	2.64	Involved persuasion
DEM-KD0-083	29.86	1.82	-2.82	-0.0800000000000001	1.14	-1.57	Informational interaction
DEM-KD0-048	27.19	-4.57	6.53	-2.44	-3.03	-0.69	Informational interaction
DEM-KD0-085	27.95	-1.96	-1.99	6.69	-1.79	-0.14	Informational interaction
DEM-KD0-086	26.47	-4.98	-3.06	-9.27	-3.92	-3.5	Informational interaction
DEM-KD0-087	22.81	7.1	-6.5	1.49	-3.92	-3.5	Informational interaction
DEM-KD0-088	20.92	-0.61	-3.42	-2.34	-2.66	0.46	Informational interaction
DEM-KD0-089	17.52	2.35	2.9	-6.71	-1.99	2.6	Informational interaction
DEM-KD0-090	16.53	-6.12	0.33	0.71	-3.92	-1.71	Involved persuasion
DEM-KD0-091	17.16	-5.06	4.07	-6.04	-0.83	-1.88	Involved persuasion
DEM-KD0-092	36.43	0.61	-5.06	-0.23	-3.92	-3.5	Informational interaction
DEM-KD0-093	36.8	-0.46	-7.58	-9.27	-3.92	8.31	Informational interaction
DEM-KD0-094	33.45	1.77	4.2	-3.03	-3.23	0.91	Informational interaction
DEM-KD0-095	27.49	-1.55	-2.7	-0.41	-2.15	-2.12	Informational interaction
DEM-KD0-096	23.47	-0.66	-3.01	-2.78	-2.32	-0.21	Informational interaction
DEM-KD0-097	18.38	2.5	-2.49	14.02	1.55	3.5	Involved persuasion
DEM-KD0-098	6.54	-7.38	1.62	-2.94	0.97	-3.5	Involved persuasion
DEM-KD0-099	25.48	-4.21	-0.13	-5.83	-2.62	-1.45	Informational interaction
DEM-KD0-064	35.78	-0.91	1.71	-3.99	-3.23	-1.33	Informational interaction
DEM-KD0-101	30.88	-7.38	1.19	-6.99	-3.92	3.36	Informational interaction
DEM-KD0-102	32.68	-0.96	2.22	-3.32	-2.62	2.67	Informational interaction
DEM-KD0-103	-1.18	-1.79	-0.36	-9.27	-3.92	-3.5	General narrative exposition
DEM-KD0-104	20.66	-3.36	0.89	-6.13	-2.59	-2.45	Informational interaction
DEM-KD0-105	18.1	-6.85	0.57	-9.27	-3.92	-1.64	Informational interaction
DEM-KD0-106	30.39	1.23	0.38	-4.85	-3.15	0.33	Informational interaction
DEM-KD1-001	22.06	-4.31	-2.18	-2.9	0.21	2.03	Informational interaction
DEM-KD1-002	29.2	-1.31	-2.36	-1.67	-2.65	0.6	Informational interaction
DEM-KD1-003	25.13	-1.33	-3.89	-0.95	-0.92	-0.1	Informational interaction
DEM-KD0-084	22.25	4.01	-0.61	-4.6	-3.92	1.17	Informational interaction
DEM-KD1-005	25.76	-1.67	-2.76	-1.37	-1.28	0.67	Informational interaction
DEM-KD0-100	25.79	-0.639999999999999	0.15	-4.68	-3.92	7.45	Informational interaction
DEM-KD1-007	27.33	-2.19	-3.19	4.13	-3.92	2.62	Informational interaction
DEM-KD1-004	23.74	1.41	-1.24	-1.99	2.88	3.82	Informational interaction
DEM-KD1-009	20.04	-0.7	-3.53	-0.15	-1.57	-0.85	Informational interaction
DEM-KD1-006	23.98	-3.27	-2.81	-0.42	-1.11	1.47	Informational interaction
DEM-KD1-008	21.51	-3.14	-4.27	-3.02	-3.04	0.65	Informational interaction
DEM-KD1-010	30.25	-4.03	-0.74	-3.55	-3.92	4.72	Informational interaction
DEM-KD1-013	15.54	-3.34	-3.55	-9.27	-3.92	-3.5	Informational interaction
DEM-KD1-011	26.08	-1.87	-2.31	0.98	-2.21	0.1	Informational interaction
DEM-KD3-001	16.23	-2.23	-2.15	-3.36	-3.2	3.36	Involved persuasion
DEM-KD3-002	29.92	1.46	-0.15	1.99	-2.32	-1.4	Informational interaction
DEM-KD3-003	18.29	-6.82	-9.29	-1.04	-3.92	-0.52	Informational interaction
DEM-KD3-004	24.53	1.62	-3.08	15.2	-3.92	-1.46	Informational interaction
DEM-KD3-005	8.24	10.09	0.57	7.56	-3.92	-3.5	Imaginative narrative
DEM-KD1-012	23.75	-1.01	-1.46	-1.55	-2.45	-0.84	Informational interaction
DEM-KD3-007	24.35	-2.46	0.98	-1.41	-1.28	-0.74	Informational interaction
DEM-KD3-008	34.08	-5.02	-4.03	0.54	-3.92	0.22	Informational interaction
DEM-KD3-009	37.24	-7.17	-5.97	-5.88	-3.92	-3.5	Informational interaction
DEM-KD3-010	27.7	0.44	-2.34	0.0600000000000001	-3.26	-1.36	Informational interaction
DEM-KD3-011	27.51	-1.61	-1.77	1.91	-3.23	-1.57	Informational interaction
DEM-KD3-012	27.39	-2.47	-3.19	4.33	-3.7	-2.43	Informational interaction
DEM-KD3-013	21.38	-1.26	-4.53	-4.11	1.77	3.86	Informational interaction
DEM-KD3-014	31.3	4.09	3.44	0.78	-3.2	-2.35	Informational interaction
DEM-KD1-014	17.45	-2.67	1.51	-2.95	-3.27	-1.02	Informational interaction
DEM-KD3-016	22.4	-1.72	-4.12	-1.36	-2.61	0.55	Informational interaction
DEM-KD3-017	22.31	-4.83	-4.69	-2.16	-3.92	3.57	Informational interaction
DEM-KD3-018	-0.0299999999999994	-7.38	-13.37	-9.27	-3.92	-3.5	Situated reportage
DEM-KD3-006	31.61	-3.78	-8.22	2.01	-2.95	-0.66	Informational interaction
DEM-KD3-020	22.96	-4.92	-4.01	-3.39	-3.92	-3.5	Informational interaction
DEM-KD3-021	31.23	0.17	-4.09	-1.77	-1.8	6.28	Informational interaction
DEM-KD3-022	27.49	3.73	-0.29	0.539999999999999	0.42	-1.52	Informational interaction
DEM-KD3-023	22.49	3.14	-2.29	-0.12	-1.43	-0.38	Informational interaction
DEM-KD3-024	21.25	-1.78	-6	-1.8	-0.79	-0.0700000000000001	Informational interaction
DEM-KD3-025	19.51	-5.92	-2.17	0.83	-3.92	-3.5	Informational interaction
DEM-KD3-026	21.28	-4.05	-2.19	-0.53	0.22	-1.19	Informational interaction
DEM-KD3-015	22.7	-0.86	-0.98	-0.19	-3.71	0.13	Informational interaction
DEM-KD3-028	23.64	0.57	-2.34	-0.79	-3.92	1.96	Informational interaction
DEM-KD3-029	24.61	-0.0399999999999999	-4.02	0.769999999999999	-0.89	-0.31	Informational interaction
DEM-KD3-030	29.29	-0.33	-4.57	2.24	0.45	0.26	Informational interaction
DEM-KD3-031	27.52	-4.39	-3.08	-2.92	-0.72	-1.03	Informational interaction
DEM-KD3-032	25.35	-0.17	0.37	-4.12	-1.87	0.31	Informational interaction
DEM-KD3-033	32.46	1.95	-2.55	2.03	0.47	-1.91	Informational interaction
DEM-KD3-019	25.77	-2.27	-4.4	-1.25	-3.64	-2.35	Informational interaction
DEM-KD3-035	27.9	-0.81	-2.41	-0.69	-2.99	-1.09	Informational interaction
DEM-KD3-036	30.23	3.66	-1.66	0.4	-2.82	0.52	Informational interaction
DEM-KD3-037	-3.92	-4.41	-13.6	-9.27	-3.92	-3.5	Situated reportage
DEM-KD3-027	28.91	-0.91	-1.6	1.01	-2.39	-0.47	Informational interaction
DEM-KD3-039	28.61	-3.83	0.75	-3.31	-3.92	3.12	Informational interaction
DEM-KD3-040	25.5	0.85	2.03	-4.94	-3.42	0.02	Informational interaction
DEM-KD7-001	28.75	-3.46	-2.81	2.4	-0.38	-0.69	Informational interaction
DEM-KD7-002	19.85	-3.21	0.23	0.63	-2.27	-1.33	Informational interaction
DEM-KD7-003	31.82	2.36	-3.04	2.83	-2.97	-0.53	Informational interaction
DEM-KD7-004	29.78	3.07	-3.43	-1.59	-3.92	-0.19	Informational interaction
DEM-KD7-005	21	0.33	4.17	-4.21	-3.92	-0.97	Informational interaction
DEM-KD3-034	33.51	-1.29	-2.64	2.05	-2.12	-0.00999999999999995	Informational interaction
DEM-KD7-007	21.57	-2.57	-2.2	-0.6	-2.17	-0.45	Informational interaction
DEM-KD3-038	29.17	-3.92	-1.64	-0.15	-2.11	-1.14	Informational interaction
DEM-KD7-009	34.93	1.94	-3.39	4.63	-2.95	-1.24	Informational interaction
DEM-KD7-010	32.33	1.82	-1.06	6.13	-3.92	-0.28	Informational interaction
DEM-KD7-011	30.22	9.96	-2.85	3.2	-3.92	-0.14	Informational interaction
DEM-KD7-012	20.83	-5.03	-0.0999999999999996	5.59	-3.92	3.72	Informational interaction
DEM-KD7-013	22.55	1.49	-1.83	6.5	-2.85	1.52	Informational interaction
DEM-KD7-014	37.36	-5.57	2.86	-4.43	3.11	0.05	Informational interaction
DEM-KD7-015	44.6	14.73	-7.5	2.56	-3.92	-3.5	Intimate interpersonal interaction
DEM-KD7-016	26.39	-2.77	-4.21	-1.93	-3.92	-0.78	Informational interaction
DEM-KD7-017	36.14	2.53	-1.41	0.22	-2.92	0.93	Informational interaction
DEM-KD7-018	28.65	-1.89	-4.91	-3.46	-3.15	0.39	Informational interaction
DEM-KD7-019	24.39	-1.41	6.84	8.26	-3.92	-3.5	Informational interaction
DEM-KD7-006	26.37	-2.99	-1.23	1.24	-2.54	-0.21	Informational interaction
DEM-KD7-021	28.32	-2.13	-2.43	-0.0199999999999998	-3.21	0.64	Informational interaction
DEM-KD7-022	40.74	-3.13	-1.83	2.72	-3.73	-0.0199999999999998	Intimate interpersonal interaction
DEM-KD7-023	30.48	-1.22	-3.56	-2.33	-3.41	0.27	Informational interaction
DEM-KD8-001	30.85	-6.16	-5.78	-9.27	-1.12	0.91	Informational interaction
DEM-KD7-008	28.99	-5.02	-4.7	-1.7	-2.27	0.71	Informational interaction
DEM-KD8-003	33.57	1.48	-1.4	0.97	-2.32	-0.57	Informational interaction
DEM-KD7-020	35.58	1.99	-2.31	-0.41	-2.44	0	Informational interaction
DEM-KD8-002	27.24	1.56	-2.21	-0.66	-1.1	0.55	Informational interaction
DEM-KD8-004	24.35	5.04	-1.05	-0.5	-2.62	0.21	Informational interaction
DEM-KD8-007	33.15	-3.01	-0.8	4.5	-2.92	1.76	Informational interaction
DEM-KD8-005	31.57	2.18	-0.55	-0.66	-2.45	0.04	Informational interaction
DEM-KD8-009	31.15	-1.32	-0.56	5.28	-1.64	0.09	Informational interaction
DEM-KD8-006	23.46	1.76	-4.7	1.81	-1.89	-1.03	Informational interaction
DEM-KD8-011	27.13	1.36	-0.83	0.54	-2.02	-0.76	Informational interaction
DEM-KD8-008	24.91	1.5	-1.02	1.16	-2.01	0.29	Informational interaction
DEM-KD8-010	25.91	-1.06	-0.38	3.68	-2.95	1.09	Informational interaction
DEM-KD8-014	23.03	-2.04	-4.31	0.99	-2.56	-0.0199999999999998	Informational interaction
DEM-KD8-015	28.1	-0.23	0.47	2.36	-1.52	1	Informational interaction
DEM-KD8-016	26.77	-5.92	-4.7	11.73	-3.92	1.79	Informational interaction
DEM-KD8-017	35.43	-3.94	0.86	3.01	-3.21	0.71	Informational interaction
DEM-KD8-012	31.32	1.85	-0.85	-0.76	-1.56	-0.62	Informational interaction
DEM-KD8-019	26.84	-2.82	-3.13	3.49	-3.47	0.1	Informational interaction
DEM-KD8-013	27.98	1.37	-1.96	0.93	-1.72	-1	Informational interaction
DEM-KD8-021	19.55	-5.87	2.8	1.95	1.99	-3.5	Informational interaction
DEM-KD8-022	42.2	0.18	3.71	9.81	-3.92	-1	Intimate interpersonal interaction
DEM-KD8-023	29.12	0.62	-2.44	-1.41	-1.76	1.59	Informational interaction
DEM-KD8-024	31.92	-0.49	-3.56	1.95	-1.87	-1.41	Informational interaction
DEM-KD8-018	25.61	-0.23	-1.26	0.11	-2.18	0.14	Informational interaction
DEM-KD8-026	35.74	-1.47	-2.18	-1.38	-1.86	-0.93	Informational interaction
DEM-KD8-027	32.38	-4.35	-3.82	-1.4	-3.27	-0.4	Informational interaction
DEM-KD8-028	31.96	-0.82	-1.84	0.38	-1.09	-0.6	Informational interaction
DEM-KD8-020	27.58	0.29	-1.08	2.71	-1.39	0.19	Informational interaction
DEM-KD8-030	29.03	-2.67	-1.21	1.11	0.72	0.41	Informational interaction
DEM-KDD-001	42.47	10.56	-3.76	0.22	-3.08	-2.16	Intimate interpersonal interaction
DEM-KDD-002	28.93	-0.0799999999999997	-5.96	-7.23	1.68	4.19	Informational interaction
DEM-KDD-003	32	-3.64	2.92	-1.32	-3.92	0.84	Informational interaction
DEM-KDD-004	4.51	5.23	0.91	5.23	-2.99	-0.57	Imaginative narrative
DEM-KDD-005	8.43	0.88	3.85	3.37	-3.92	1.88	Involved persuasion
DEM-KDD-006	23.44	-2.99	-7.04	1.02	-1.07	-2.31	Informational interaction
DEM-KDD-007	5.17	-0.82	1.29	1.39	3.68	-3.5	Involved persuasion
DEM-KDD-008	42.27	4.26	-1.88	5.78	-1.59	2.64	Intimate interpersonal interaction
DEM-KDD-009	8.55	-4.72	-0.0499999999999998	0.44	3.28	-3.5	Involved persuasion
DEM-KDD-010	23.25	5.75	0.2	-0.27	-3.92	0.88	Informational interaction
DEM-KDD-011	26.52	-4.1	-7.37	-6.91	-2.42	0.43	Informational interaction
DEM-KDF-001	35.43	-2.52	-0.76	5.5	-3.92	-2.02	Informational interaction
DEM-KDF-002	37.24	-6.43	-7.85	6	-3.92	2.67	Intimate interpersonal interaction
DEM-KDF-003	18.9	0.27	-6.71	-3.5	-3.92	3.86	Informational interaction
DEM-KDF-004	23.84	-4.84	-0.96	7.41	-0.74	-2.52	Informational interaction
DEM-KDF-005	40.87	2.99	2.38	-2.1	0.17	2.88	Intimate interpersonal interaction
DEM-KDF-006	36.06	5.98	-5.22	-3.33	-2.11	1.43	Informational interaction
DEM-KDF-007	30.71	0.4	-8.6	-7.32	-3.92	0.41	Informational interaction
DEM-KDF-008	15.98	-5	-6.35	1.5	-3.53	1.69	Involved persuasion
DEM-KDJ-001	20.02	-4.59	-1.84	2.56	-1.84	-0.53	Informational interaction
DEM-KD8-025	29.72	0.94	-2.07	-0.41	-2.03	-1.43	Informational interaction
DEM-KD8-029	38.33	0.42	-2.25	8.38	-1.11	-1.78	Intimate interpersonal interaction
DEM-KDJ-002	31.98	-1.86	-1.1	4.41	-1.78	0.62	Informational interaction
DEM-KE2-001	28.3	1.29	-0.62	1.67	-0.72	0.71	Informational interaction
DEM-KE2-002	17.8	-5.48	0.04	-4.83	-3.39	-1.85	Informational interaction
DEM-KDJ-003	25.7	-2.3	-0.6	1.36	-1.15	0.46	Informational interaction
DEM-KE2-004	16.78	-0.74	-1	-2.61	-2.68	-1.79	Involved persuasion
