Filename	Tokens	AWL	TTR	#	$	''	,	-LRB-	-RRB-	.	:	AMP	ANDC	CAUS	CC	CD	CONC	COND	CONJ	DEMO	DEMP	DPAR	DT	DWNT	EMPH	EX	FPP1	FW	GER	HDG	IN	INPR	JJ	LS	NEMD	NN	NOMZ	OSUB	PDT	PHC	PIN	PIT	PLACE	POMD	POS	PRED	PRMD	PRP	QUAN	QUPR	RB	RP	SPP2	SYM	SYNE	THAC	THVC	TIME	TO	TOBJ	TPP3	TSUB	UH	VB	VBD	VBG	VBN	VPRT	WDT	WP	WPS	XX0	[BEMA]	[BYPA]	[CONT]	[PASS]	[PASTP]	[PEAS]	[PIRE]	[PRESP]	[PRIV]	[PROD]	[PUBV]	[SERE]	[SMP]	[SPAU]	[SPIN]	[STPR]	[SUAV]	[THATD]	[WHCL]	[WHOBJ]	[WHQU]	[WHSUB]	[WZPAST]	[WZPRES]	``	
ACA-CMA-001	7108	5.30	253	0	0	0.13	7.81	0.76	0.77	3.42	1.35	0.27	0.66	0.18	2.01	2.11	0.11	0.30	0.63	1.39	0.32	0.14	7.36	0.35	0.56	0.06	0.04	0.01	0.49	0.01	2.10	0	11.00	0.01	0.13	20.74	5.44	0.37	0	1.18	13.35	1.35	0.15	0.69	0.97	0.70	0.30	0	1.44	0	3.95	0.04	0	0	0.24	0.01	0.37	0.83	0.96	0.14	2.50	0.23	0	2.18	2.45	2.55	2.98	3.43	0.06	0.15	0.03	0.72	1.52	0.30	0	0.87	0.04	0.77	0.03	0.13	1.07	0.06	0.55	0.01	0.06	0.55	0	0.13	0.37	0.08	0.11	0.01	0.03	0	0.23	0.45	0.18	
ACA-CMA-002	6291	5.09	213	0	0	0.32	3.40	1.13	1.07	3.74	0.60	0.37	0.33	0.06	2.78	2.15	0.14	0.16	0.35	0.84	0.38	0	9.25	0.19	0.65	0.21	0.49	0.08	0.49	0.02	1.11	0.06	8.81	0	0.06	23.99	4.31	0.02	0.03	0.72	15.21	1.19	0.19	0.81	0.25	0.86	0.19	0	0.95	0.02	2.65	0.10	0	0	0.13	0.03	0.38	0.45	1.41	0.16	1.16	0.35	0	2.69	2.88	1.30	3.80	3.89	0.43	0.13	0	0.37	1.45	0.21	0	1.61	0.06	0.83	0.37	0.10	1.19	0.03	0.35	0.03	0.25	0.51	0.02	0.05	0.30	0.03	0.06	0	0	0.06	0.32	0.29	0.35	
ACA-CMA-003	4883	5.44	219	0	0	0.20	5.88	1.88	1.86	3.40	0.51	0.10	0.66	0.14	1.74	2.40	0.12	0.06	0.70	0.57	0.27	0	9.05	0.25	0.82	0.25	0.27	0.20	0.14	0.02	1.39	0	12.23	0.08	0.23	23.22	5.16	0.20	0	1.02	13.78	0.59	0.31	0.76	0.14	0.51	0.29	0	0.86	0	3.40	0.10	0	0	0.16	0.04	0.43	0.45	1.31	0.08	0.49	0.04	0	2.72	1.35	1.39	3.93	3.95	0.53	0.20	0	0.39	1.41	0.45	0	1.02	0.06	1.37	0.08	0.10	1.04	0.02	0.29	0.27	0.25	0.66	0.02	0.02	0.39	0.04	0.02	0	0.02	0.16	0.27	0.29	0.25	
ACA-CMA-004	5766	5.27	218	0	0	0.12	6.10	2.15	2.15	3.28	1.18	0.26	0.42	0.29	2.51	3.26	0.16	0.24	0.90	0.68	0.36	0	6.14	0.28	0.64	0.19	0.16	0.43	0.21	0	0.78	0.02	9.56	0.02	0.23	25.79	4.35	0.47	0	0.73	13.89	0.69	0.21	0.85	0.40	1.60	0.47	0	1.02	0	3.05	0.07	0	0	0.16	0.09	0.49	0.28	1.40	0.23	0.85	0.19	0	3.82	1.08	2.01	2.08	4.63	0.55	0.07	0.02	0.55	2.08	0.16	0.03	0.88	0.03	0.26	0.31	0.14	1.79	0.02	0.24	0.09	0.03	0.54	0	0.02	0.26	0.10	0.05	0.05	0	0.09	0.26	0.38	0.14	
ACA-CMA-005	7718	5.05	217	0	0	0.13	4.78	1.01	1.01	4.59	0.47	0.35	0.26	0.06	2.05	2.29	0.14	0.36	0.71	1.15	0.36	0	9.51	0.30	0.52	0.06	0.86	0.03	0.82	0.01	1.40	0.06	8.20	0	0.27	19.12	3.58	0.18	0	0.70	12.04	1.35	0.26	1.26	0.21	1.37	0.56	0	1.14	0.17	4.17	0.12	0.04	0	0.08	0.09	0.44	0.44	1.62	0.13	1.19	0.31	0	4.20	1.93	1.76	4.35	5.40	0.52	0.61	0	0.84	2.23	0.31	0	2.02	0.06	0.97	0.23	0	1.94	0.18	0.71	0.06	0.13	0.65	0	0.04	0.44	0.22	0.10	0.04	0.09	0.35	0.31	0.13	0.16	
ACA-CMA-006	2807	5.25	227	0	0	0.32	5.20	0.64	0.64	3.81	1.21	0.39	0.78	0.14	1.71	2.14	0.04	0.25	0.68	1.03	0.36	0.04	10.08	0.25	0.82	0.11	0.75	0.04	0.57	0	1.18	0	11.76	0	0.11	21.62	4.06	0.14	0.04	1.07	13.00	0.71	0.21	0.78	0.04	0.50	0.36	0	1.00	0	3.28	0.04	0	0	0.21	0.11	0.32	0.43	1.82	0.18	0.78	0.14	0	3.49	1.00	1.03	3.71	5.17	0.53	0.25	0	0.36	1.18	0.29	0.04	1.57	0.07	0.93	0.29	0.07	1.39	0.04	0.29	0.21	0.07	0.78	0	0.07	0.36	0.04	0	0.04	0.07	0.07	0.18	0.18	0.36	
ACA-CMA-007	4766	4.92	217	0	0	0.65	6.21	0.69	0.69	3.25	0.90	0.42	0.92	0.06	1.89	0.71	0.08	0.36	0.59	1.95	0.94	0	8.39	0.44	0.78	0.73	0.94	0.08	0.23	0.04	1.49	0.04	10.28	0.21	0.36	15.61	4.89	0.19	0	0.57	11.92	1.74	0.15	1.47	0.19	0.86	0.82	0	1.55	0.08	3.92	0.19	0	0	0.29	0.06	0.73	0.29	1.85	0.31	0.78	0.21	0	4.60	0.55	1.30	2.92	6.61	1.55	0.48	0	1.15	2.16	0.21	0	1.13	0.06	0.38	0.44	0.06	1.34	0.04	0.57	0.19	0.15	0.65	0	0.10	0.42	0	0.06	0.06	0.08	0.65	0.21	0.13	0.69	
ACA-CRS-001	6284	5.31	196	0	0	0.24	3.72	0.19	0.19	4.17	0.33	0.22	0.43	0.10	2.34	1.65	0.06	0.10	0.30	0.80	0.45	0	8.85	0.11	0.45	0.18	0.21	0.02	0.57	0	1.34	0.03	7.62	0	0.08	26.59	5.39	0.08	0	1.72	13.18	0.68	0.10	0.32	0.70	0.70	0.45	0	1.18	0.06	1.91	0.22	0	0	0.14	0.08	0.30	0.45	2.40	0.13	1.45	0.05	0	3.42	4.79	1.77	3.66	1.50	0.32	0.29	0.03	0.37	1.02	0.21	0.05	1.65	0.11	0.48	0.05	0.16	0.95	0	0.35	0.10	0	0.35	0	0	0.40	0.08	0	0.06	0.02	0.30	0.25	0.30	0.37	
ACA-CRS-002	13431	5.14	203	0	0	0.91	3.91	0.50	0.50	4.23	0.66	0.12	0.36	0.16	2.25	1.26	0.08	0.17	0.41	0.86	0.39	0.03	8.18	0.17	0.46	0.25	1.47	0.06	1.09	0	1.47	0.04	7.99	0.01	0.15	21.39	5.76	0.14	0.01	1.69	12.86	0.71	0.12	0.68	0.51	0.98	0.31	0	1.12	0.11	2.58	0.14	0.05	0	0.07	0.05	0.31	0.39	2.07	0.13	2.56	0.09	0.01	3.62	2.01	2.46	2.99	5.15	0.64	0.45	0.02	0.65	1.82	0.16	0.22	1.06	0.06	0.78	0.22	0.17	1.38	0.10	0.41	0.09	0.11	0.38	0.01	0.06	0.36	0.24	0.04	0.07	0.01	0.45	0.17	0.31	1.09	
ACA-CRS-003	19527	4.63	194	0.01	0	0.94	3.98	0.35	0.35	4.50	1.08	0.25	0.67	0.16	2.06	0.97	0.07	0.26	0.39	0.98	0.55	0.04	8.26	0.15	0.53	0.22	2.45	0.04	0.55	0.03	1.71	0.10	5.35	0.02	0.21	19.98	2.48	0.17	0	0.93	10.25	1.24	0.27	0.72	0.96	0.97	0.60	0.01	0.88	0.24	3.21	0.16	0.49	0	0.16	0.05	0.67	0.43	2.33	0.19	5.11	0.11	0.04	4.52	6.34	2.19	3.11	3.68	0.36	0.67	0.03	1.01	1.93	0.18	0.83	1.17	0.03	1.04	0.13	0.16	2.15	0.14	1.12	0.06	0.25	0.41	0.01	0.11	0.58	0.43	0.15	0.06	0.04	0.25	0.14	0.23	1.13	
ACA-CTY-001	9077	5.19	231	0	0	1.04	6.39	0.37	0.37	3.12	1.21	0.19	0.56	0.07	1.89	0.67	0.17	0.30	0.67	0.94	0.69	0	11.44	0.29	0.47	0.12	0.39	0.02	0.28	0.01	1.89	0.07	9.16	0.01	0.13	20.55	4.63	0.24	0.01	0.93	13.96	2.48	0.19	0.83	0.94	0.35	0.15	0.01	0.79	0.13	3.66	0.09	0.06	0	0.20	0.04	0.36	0.20	1.27	0.20	1.24	0.23	0	2.68	1.16	1.70	2.86	5.72	1.15	0.35	0.07	0.73	1.38	0.11	0.03	1.10	0.07	0.84	0.47	0.25	0.86	0.03	0.76	0.22	0.09	0.61	0	0.08	0.32	0.04	0.04	0.14	0.10	0.35	0.10	0.11	1.31	
ACA-CTY-002	3206	5.24	218	0	0	0.94	6.14	0.44	0.44	3.24	0.84	0.19	0.44	0	1.75	0.72	0.03	0.31	0.72	1.19	0.44	0	10.39	0.34	0.84	0.12	0.25	0	0.56	0	2.21	0.03	8.80	0	0.25	20.71	4.71	0.16	0	0.81	13.38	2.53	0.25	0.97	0.90	0.62	0.41	0	1.09	0.09	3.68	0.19	0	0	0.34	0	0.59	0.53	1.47	0.31	0.90	0.28	0	3.18	2.31	1.75	2.78	4.02	0.87	0.44	0.09	0.53	1.56	0.16	0	1.00	0.06	0.90	0.31	0.31	1.09	0.03	1.00	0.19	0.06	0.87	0	0.09	0.37	0.19	0.06	0.03	0.06	0.37	0.09	0.12	1.06	
ACA-CTY-003	9527	5.12	186	0	0	0.92	5.96	0.72	0.72	3.10	1.18	0.18	0.47	0.07	1.77	1.36	0.10	0.45	0.91	0.91	0.52	0.01	10.05	0.43	0.46	0.19	0.68	0.09	0.45	0	1.70	0.05	8.50	0	0.31	18.86	5.06	0.33	0.02	0.61	12.93	2.44	0.14	0.90	1.07	0.49	0.19	0	1.10	0.09	3.97	0.23	0	0	0.27	0.05	0.62	0.30	1.69	0.38	2.28	0.22	0	3.37	1.75	1.78	2.36	5.71	0.93	0.24	0.04	0.60	1.52	0.14	0.02	0.86	0.06	0.78	0.25	0.17	1.47	0.03	0.80	0.17	0.20	0.69	0	0.05	0.46	0.10	0.15	0.14	0.09	0.31	0.13	0.08	1.12	
ACA-CTY-004	9529	5.24	198	0	0	1.05	5.92	0.31	0.31	3.00	1.12	0.14	0.51	0.12	1.51	0.79	0.14	0.37	0.91	1.14	0.52	0.02	10.45	0.23	0.42	0.20	0.37	0.10	0.29	0.01	1.74	0.02	8.88	0	0.20	20.16	4.94	0.18	0.02	0.87	14.16	2.28	0.09	0.90	0.92	0.50	0.34	0	1.03	0.04	3.37	0.10	0.06	0	0.28	0.03	0.70	0.33	1.51	0.18	1.42	0.23	0	3.11	1.75	1.28	2.77	5.45	1.15	0.25	0.08	0.76	1.44	0.16	0	1.29	0.03	0.70	0.46	0.15	1.42	0.08	0.72	0.20	0.13	0.72	0	0.05	0.45	0.16	0.09	0.21	0.03	0.26	0.16	0.12	1.21	
ACA-CTY-005	10254	5.21	208	0	0	0.67	5.94	0.30	0.30	2.81	1.36	0.17	0.58	0.12	1.76	0.34	0.08	0.20	0.96	1.01	0.66	0.03	10.43	0.33	0.60	0.12	0.37	0.06	0.36	0.01	2.08	0.03	8.92	0.01	0.16	20.01	5.06	0.28	0.01	0.93	13.51	2.34	0.23	0.87	0.91	0.52	0.22	0	0.72	0.09	3.26	0.11	0.04	0	0.22	0.03	0.52	0.39	1.66	0.31	2.28	0.23	0	3.16	1.13	1.80	2.49	5.64	1.04	0.38	0.01	0.66	1.60	0.12	0	1.23	0.05	0.55	0.47	0.14	1.15	0.07	0.74	0.18	0.09	0.59	0	0.02	0.44	0.09	0.05	0.09	0.02	0.24	0.08	0.10	0.77	
ACA-EA7-001	8186	4.96	230	0.01	0	0.06	6.32	0.37	0.37	3.44	1.31	0.12	0.79	0.12	1.55	0.89	0.22	0.15	0.45	0.77	0.33	0	10.00	0.21	0.57	0.33	0.17	0.23	0.42	0	1.65	0.04	7.31	0.01	0.17	26.13	2.60	0.10	0	0.87	14.60	1.12	0.34	0.76	1.06	0.73	0.17	0.01	0.73	0.04	3.26	0.10	0.04	0	0.06	0.07	0.29	0.46	1.47	0.20	3.74	0.07	0	2.65	5.86	1.28	3.13	0.81	0.40	0.46	0.07	0.39	1.40	0.17	0	1.03	0.10	0.73	0.16	0.09	1.15	0.09	0.35	0.09	0.06	0.55	0	0.05	0.42	0.09	0	0.10	0.04	0.21	0.31	0.09	0.10	
ACA-EA7-002	3468	5.02	232	0	0	0.09	5.16	0.20	0.20	3.72	1.18	0.17	0.52	0.06	1.38	0.95	0.12	0.17	0.32	0.69	0.40	0.03	11.16	0.20	0.55	0.23	0	0.29	0.40	0	1.61	0.06	9.83	0	0.17	25.29	2.88	0.20	0.03	0.66	14.45	1.61	0.29	0.49	1.18	0.40	0.09	0	0.78	0	2.83	0.14	0	0	0.09	0.03	0.17	0.81	1.44	0.20	2.91	0.12	0	2.13	4.90	1.41	3.60	1.47	0.35	0.29	0.06	0.23	1.15	0.29	0	0.87	0.09	0.92	0.12	0.17	0.92	0.03	0.89	0.09	0.12	0.63	0	0.03	0.29	0.12	0.03	0.06	0	0.09	0.35	0.06	0.09	
ACA-EA7-003	13395	4.98	218	0	0	0.07	5.99	0.22	0.22	3.31	1.58	0.10	0.84	0.06	1.48	0.98	0.16	0.16	0.38	0.72	0.40	0.02	10.85	0.25	0.36	0.12	0.18	0.14	0.34	0	1.58	0.02	8.25	0.01	0.11	26.11	2.99	0.13	0.01	0.69	14.59	1.11	0.40	0.54	1.16	0.65	0.19	0.01	0.71	0.01	2.65	0.10	0.04	0.01	0.21	0.07	0.22	0.46	1.63	0.16	3.63	0.07	0	2.54	6.25	1.38	2.81	0.56	0.53	0.32	0.07	0.39	1.41	0.16	0	0.98	0.14	0.62	0.22	0.12	0.90	0.05	0.54	0.10	0.07	0.33	0	0.04	0.36	0.07	0.01	0.05	0.01	0.24	0.20	0.08	0.10	
ACA-ECV-001	9369	5.26	205	0	0	0.51	6.05	1.01	1.02	3.55	0.84	0.11	1.07	0.07	2.05	1.43	0.10	0.13	0.64	1.33	0.45	0.01	8.81	0.16	0.44	0.18	0.37	0.17	0.37	0	1.57	0.03	8.83	0.01	0.22	21.84	4.47	0.19	0.01	1.62	13.08	1.25	0.09	0.72	0.89	0.86	0.32	0.01	0.77	0.07	2.96	0.06	0	0	0.11	0.03	0.76	0.21	1.61	0.20	1.72	0.25	0	3.33	0.56	1.91	3.16	6.79	0.95	0.48	0.02	0.62	1.75	0.30	0.01	1.40	0.07	0.72	0.27	0.23	1.63	0.04	1.01	0.15	0.12	0.48	0	0.13	0.42	0.16	0.11	0.05	0.01	0.42	0.19	0.17	0.60	
ACA-ECV-002	5162	4.79	212	0	0	0.37	4.96	0.27	0.27	4.46	0.87	0.39	0.76	0.29	1.74	0.83	0.04	0.19	0.64	1.80	0.81	0.04	7.05	0.35	0.77	0.25	1.94	0	0.50	0.02	2.09	0.10	9.36	0.02	0.31	17.28	3.04	0.21	0	0.46	11.62	1.82	0.35	0.85	0.41	1.07	0.31	0	1.39	0.19	5.21	0.10	0.04	0	0.25	0.14	0.33	0.43	2.25	0.15	1.80	0.04	0	4.30	1.38	1.92	3.20	6.41	1.07	0.60	0	1.20	2.38	0.06	0	1.18	0.06	1.07	0.23	0.08	1.74	0.17	0.60	0.12	0.10	0.79	0	0.10	0.37	0.10	0.15	0.14	0.08	0.50	0.10	0.14	0.33	
ACA-ECV-003	5438	4.98	206	0	0	0.29	6.86	0.33	0.33	3.68	1.66	0.11	0.75	0.07	2.30	0.81	0.02	0.31	0.50	1.58	0.79	0	8.31	0.18	0.61	0.31	0.72	0.13	0.37	0.02	1.99	0.04	9.73	0.02	0.44	20.36	4.54	0.13	0	1.51	12.71	1.42	0.22	0.79	1.18	0.81	0.31	0	0.74	0.06	3.49	0.04	0.02	0	0.18	0.02	0.48	0.22	1.53	0.13	2.48	0.29	0	3.27	1.27	1.51	2.72	6.18	0.83	0.68	0.09	0.57	1.64	0.26	0.06	1.29	0.13	0.51	0.35	0.18	1.38	0.11	0.63	0.18	0.07	0.40	0	0.15	0.42	0.07	0.06	0.07	0.06	0.33	0.07	0.17	0.37	
ACA-ECV-004	5172	4.64	200	0	0	0.60	8.04	0.54	0.54	4.49	1.18	0.19	0.62	0.15	1.30	1.28	0.15	0.44	1.01	0.97	0.60	0	10.15	0.52	0.54	0.25	1.84	0.14	0.35	0	2.38	0.08	4.91	0.02	0.46	20.46	2.98	0.15	0	0.75	11.85	1.24	0.35	0.77	1.14	1.08	0.52	0	0.73	0.41	3.15	0.27	0.10	0	0.27	0.02	0.54	0.33	2.13	0.19	3.34	0.10	0	4.14	0.81	2.01	2.75	7.44	0.27	0.99	0.04	0.93	1.78	0.17	0.04	1.57	0.02	0.50	0.19	0.14	0.95	0.12	1.16	0	0.17	0.33	0	0.04	0.41	0.17	0.08	0.10	0.08	0.35	0.10	0.21	0.72	
ACA-ECV-005	6923	4.71	223	0	0	0.29	4.52	0.62	0.62	4.28	1.07	0.29	0.45	0.19	2.25	0.87	0.14	0.51	0.39	1.39	0.82	0.09	7.25	0.35	0.71	0.17	1.85	0.19	0.22	0.07	1.68	0.04	6.43	0.04	0.51	16.90	3.94	0.17	0.01	0.84	10.41	1.49	0.10	1.00	0.66	1.26	0.52	0	0.97	0.19	3.97	0.07	0.35	0	0.42	0.04	0.66	0.17	2.57	0.26	4.19	0.04	0.04	5.26	0.65	2.11	2.15	8.57	0.79	0.82	0.01	1.79	2.56	0.04	0.16	1.29	0.04	0.38	0.12	0.19	1.49	0.14	1.08	0	0.16	0.46	0	0.07	0.56	0.23	0.10	0.36	0.10	0.29	0.10	0.09	0.38	
ACA-ECV-006	6966	4.81	179	0	0	1.79	6.46	0.66	0.66	3.63	0.56	0.17	1.48	0.10	2.66	1.02	0.04	0.19	0.56	1.13	0.85	0.06	7.67	0.33	0.50	0.30	1.16	0.09	0.52	0.03	2.27	0.03	7.15	0	0.34	19.37	3.37	0.14	0	1.38	12.26	1.21	0.23	1.12	1.05	1.28	0.37	0.11	1.13	0.13	3.20	0.01	0.06	0	0.22	0.07	0.59	0.13	2.07	0.24	2.34	0.16	0	4.38	1.15	1.51	2.91	6.79	1.39	0.70	0.07	0.92	2.21	0.07	0.09	1.26	0.04	1.03	0.56	0.09	1.89	0.10	0.70	0.19	0.29	0.60	0	0.06	0.32	0.13	0.09	0.10	0.07	0.47	0.09	0.07	2.07	
ACA-ECV-007	314	4.98	179	0	0	0	10.83	1.27	1.27	4.14	1.59	0.32	0.64	0.32	1.91	5.41	0	0	0.32	1.59	0.32	0	7.64	0.32	0.32	0	2.23	0.32	0	0	2.55	0	5.41	0	0.32	26.75	2.55	0	0	0.64	11.46	1.59	0	0	0.96	0.64	0.96	0	0	0	3.82	0	0	0	0	0	0	0	2.23	0.32	1.59	0	0	4.14	0	0.64	3.82	6.05	0.64	0.64	0.32	1.27	0.64	0	0.32	1.27	0	1.91	0.64	0	0.64	0	0	0	0	1.27	0	0	0	0	0	0	0	0.32	0	0	0	
ACA-EW1-001	19860	4.71	217	0.05	0.04	0.42	3.84	0.18	0.19	3.28	1.17	0.21	0.80	0.13	2.30	2.10	0.12	0.27	0.23	0.70	0.44	0.01	10.59	0.45	0.56	0.22	0.55	0.03	0.32	0	1.64	0.02	6.40	0	0.16	23.63	3.13	0.13	0.01	0.60	12.56	1.20	0.26	0.63	0.48	0.83	0.66	0	1.06	0.08	3.10	0.20	0.20	0.01	0.30	0.06	0.38	0.28	1.91	0.27	2.89	0.27	0.01	3.56	6.41	1.14	3.23	1.27	0.18	0.44	0.05	0.62	1.94	0.23	0.01	1.34	0.04	1.01	0.11	0.07	1.20	0.12	0.55	0.04	0.07	0.53	0	0.03	0.38	0.13	0.03	0.03	0.01	0.22	0.14	0.09	0.49	
ACA-EW1-002	21126	4.75	199	0.00	0.00	0.28	3.92	0.15	0.15	3.69	1.06	0.16	0.99	0.14	2.10	2.12	0.12	0.18	0.23	0.61	0.36	0.02	10.97	0.46	0.55	0.33	0.53	0.00	0.40	0.01	1.80	0.03	5.98	0.02	0.21	22.91	4.13	0.15	0.03	0.62	13.20	1.27	0.18	0.63	0.50	0.64	0.70	0.00	1.05	0.10	3.01	0.23	0.09	0.00	0.32	0.05	0.37	0.39	1.78	0.26	2.20	0.24	0.00	3.46	6.61	1.06	3.57	0.91	0.25	0.39	0.01	0.60	1.51	0.25	0.01	1.42	0.02	1.17	0.10	0.10	1.11	0.15	0.43	0.04	0.09	0.56	0	0.03	0.45	0.09	0.08	0.04	0.02	0.21	0.12	0.09	0.35	
ACA-EWW-001	999	4.85	219	0	0	0.20	8.01	0.90	0.90	3.80	1.10	0.30	1.20	0	2.40	2.10	0.10	0.10	0.40	0.70	0.50	0	6.91	0.30	0.60	0	0.80	0	0.60	0	1.90	0.10	6.01	0	0.20	25.33	2.40	0.20	0	1.70	12.01	0.80	0.20	0.50	0.40	1.00	0.20	0	1.90	0.10	3.20	0.10	0	0	0	0	0.30	0.30	1.60	0.10	6.31	0	0	2.50	7.41	1.40	2.60	0.60	0.70	0.10	0.20	0.50	2.30	0	0	0.90	0.10	0.90	0.40	0.10	0.80	0.30	1.10	0	0	0.40	0	0	0.40	0.10	0	0	0	0.20	0	0.20	0.20	
ACA-EWW-002	708	5.35	189	0	0	0.56	4.38	0	0	5.08	0.56	0	0.42	0	1.69	1.69	0.14	0	0.28	0.71	0.14	0	10.59	0.14	0.28	0	0	0	0.71	0	0.71	0	10.59	0	0	26.69	5.08	0	0	1.55	17.37	0.14	0	0.28	0.42	0.28	0.42	0	0.85	0	1.41	0.14	0	0	0.14	0	0	0.14	0.42	0	0.14	0	0	1.13	0.14	1.13	7.06	6.21	0.99	0.14	0	0	0.85	0.42	0	4.66	0	0	0.28	0.14	0.28	0	0	0.28	0.14	0.42	0	0	0	0	0	0.14	0	0.28	0.85	0.28	0.56	
ACA-EWW-003	14647	4.32	158	0	0.01	0.02	6.66	2.74	2.69	3.78	2.39	0.04	1.04	0.01	1.70	3.15	0.03	1.00	1.37	1.09	0.66	0.16	10.37	0.29	0.33	0.12	2.66	0.91	0.07	0	1.09	0.01	7.65	0.42	0.27	19.94	3.00	0.92	0.01	0.66	10.60	1.21	0.16	1.23	0.12	1.64	0.42	0.13	0.98	0	4.16	0.05	0	1.24	0.05	0.05	0.41	0.42	0.84	0.05	0.24	0.01	0	4.13	0.15	1.04	2.25	7.77	0.61	0.01	0	0.45	3.26	0.28	0	1.13	0.07	0.29	0.18	0.12	1.43	0.05	0.83	0.21	0.04	0.54	0	0.33	0.21	0.21	0.02	0.01	0.01	0.13	0.12	0.31	0.02	
ACA-EWW-004	21167	4.39	212	0	0.01	0.06	7.78	2.74	2.75	4.03	1.96	0.19	0.91	0.02	1.52	5.02	0.08	0.84	1.40	1.15	0.78	0.09	9.53	0.28	0.32	0.12	3.53	0.51	0.09	0	1.18	0.01	6.61	0.60	0.24	16.64	3.67	0.56	0	0.51	10.89	1.17	0.23	1.07	0.07	1.42	0.35	0.07	0.83	0	4.51	0.07	0	0.80	0.08	0.06	0.39	0.72	1.50	0.04	0.24	0.01	0	4.34	0.24	1.20	3.03	8.68	0.65	0.04	0	0.44	2.57	0.21	0	1.60	0.05	0.41	0.19	0.19	2.08	0.05	0.70	0.21	0.07	0.58	0.00	0.31	0.44	0.32	0.08	0.02	0.02	0.13	0.12	0.15	0.07	
ACA-F9V-001	9209	5.05	207	0	0	1.02	6.00	1.14	1.13	3.52	0.88	0.26	0.56	0.08	1.60	1.77	0.07	0.34	0.65	0.93	0.48	0.03	9.99	0.20	0.47	0.22	1.22	0.14	0.65	0.02	1.55	0.01	7.60	0.05	0.23	21.11	3.31	0.28	0.02	0.72	12.11	1.17	0.15	0.69	0.74	0.83	0.65	0.01	0.89	0.07	3.82	0.09	0.20	0.03	0.15	0.07	0.39	0.15	1.92	0.22	1.99	0.08	0.03	3.92	0.67	1.76	3.93	6.84	1.10	0.66	0.05	0.50	1.57	0.23	0.16	1.41	0.08	0.47	0.17	0.13	1.43	0.09	1.44	0.11	0.23	0.64	0	0.16	0.42	0.20	0.14	0.17	0.05	0.67	0.25	0.27	1.39	
ACA-FC1-001	2329	4.60	177	0.13	0	0.43	4.59	2.36	2.36	2.92	1.16	0.09	0.43	0.26	1.29	6.78	0.13	0.04	0.52	1.25	0.64	0	11.42	0.30	0.21	0.60	0.26	0.60	0.73	0	1.89	0.04	3.78	0.13	0.21	21.68	5.84	0.21	0	0.34	14.00	0.86	0	0.60	0.21	0.30	0.21	0	0.69	0.04	1.67	0.04	0	0	0.43	0.04	0.99	0.34	1.50	0.30	1.20	0	0	2.71	4.72	1.46	3.56	2.10	1.25	0.21	0	0.90	1.07	0.30	0	1.50	0.09	1.03	0.30	0.30	1.20	0	0.47	0.17	0.13	0.39	0	0.04	0.56	0.21	0	0.09	0	0.39	0.26	0.30	0.52	
ACA-F9V-002	15044	4.78	177	0	0	0.70	5.42	1.65	1.64	3.76	1.14	0.13	0.44	0.07	1.64	1.95	0.01	0.29	0.54	1.11	0.40	0.02	10.93	0.25	0.51	0.17	1.87	0.31	0.49	0.03	1.57	0.01	6.47	0.05	0.27	20.84	2.93	0.11	0.01	0.58	12.21	0.92	0.15	0.88	0.58	0.96	0.84	0	0.74	0.10	2.91	0.07	0.55	0.03	0.06	0.07	0.62	0.43	2.02	0.17	1.88	0.01	0.05	4.77	1.22	1.85	2.91	6.63	1.22	0.74	0.01	0.73	1.78	0.13	0.27	1.33	0.14	0.54	0.29	0.13	1.88	0.07	0.91	0.19	0.21	0.42	0	0.11	0.57	0.23	0.17	0.16	0.04	0.62	0.19	0.18	0.80	
ACA-F9V-003	14189	4.81	197	0	0.03	1.40	5.55	1.42	1.42	3.59	1.16	0.13	0.52	0.13	1.73	2.36	0.10	0.27	0.49	1.22	0.62	0.01	9.85	0.18	0.58	0.47	1.84	0.23	0.41	0.03	2.22	0.04	6.36	0.07	0.30	20.74	3.54	0.11	0	0.33	11.65	1.01	0.15	1.09	0.87	0.68	0.67	0.01	1.06	0.09	3.76	0.13	0.23	0.01	0.10	0.03	0.37	0.36	1.59	0.13	1.83	0.04	0.17	4.21	1.35	2.46	3.18	6.18	0.80	0.83	0.01	0.63	1.44	0.13	0.42	1.40	0.09	0.56	0.19	0.20	1.31	0.11	0.89	0.11	0.20	0.55	0	0.08	0.51	0.21	0.13	0.13	0.11	0.32	0.21	0.23	1.71	
ACA-F98-001	5600	5.06	209	0	0	0.23	5.32	0.45	0.55	3.82	0.91	0.04	0.73	0.13	1.64	1.59	0.04	0.21	0.30	0.82	0.25	0	10.45	0.29	0.89	0.29	0.61	0.14	0.79	0	1.04	0	8.66	0.09	0.07	25.46	3.30	0.05	0	0.82	14.29	0.82	0.07	0.88	0.30	0.73	0.54	0.05	1.07	0.04	2.48	0.13	0.11	0	0.32	0.02	0.36	0.45	2.13	0.14	1.07	0.04	0	3.86	1.41	1.00	3.21	4.13	0.82	0.29	0.05	0.59	1.75	0.11	0	0.98	0.05	0.98	0.13	0.09	1.05	0.13	0.41	0.13	0.13	0.48	0.02	0.11	0.18	0.13	0.11	0.13	0.04	0.57	0.32	0.16	0.25	
